province_name,district_name,district_type,klaci_type,car_register_rank,klaci_link
서울특별시,종로구,구,안정생활형,210,https://klaci.kr/results/region/1
서울특별시,중구,구,전통안정형,207,https://klaci.kr/results/region/2
서울특별시,용산구,구,안정생활형,92,https://klaci.kr/results/region/3
서울특별시,성동구,구,전통안정형,92,https://klaci.kr/results/region/4
서울특별시,광진구,구,생활도약형,210,https://klaci.kr/results/region/5
서울특별시,동대문구,구,균형생활형,210,https://klaci.kr/results/region/6
서울특별시,중랑구,구,생활도약형,92,https://klaci.kr/results/region/7
서울특별시,성북구,구,균형생활형,92,https://klaci.kr/results/region/8
서울특별시,강북구,구,생활도약형,92,https://klaci.kr/results/region/9
서울특별시,도봉구,구,안정생활형,210,https://klaci.kr/results/region/10
서울특별시,노원구,구,안정생활형,210,https://klaci.kr/results/region/11
서울특별시,은평구,구,안정생활형,92,https://klaci.kr/results/region/12
서울특별시,서대문구,구,안전복지형,210,https://klaci.kr/results/region/13
서울특별시,마포구,구,활력생활형,210,https://klaci.kr/results/region/14
서울특별시,양천구,구,안정생활형,210,https://klaci.kr/results/region/15
서울특별시,강서구,구,만능성장형,92,https://klaci.kr/results/region/16
서울특별시,구로구,구,안정생활형,92,https://klaci.kr/results/region/17
서울특별시,금천구,구,만능성장형,92,https://klaci.kr/results/region/18
서울특별시,영등포구,구,안정혁신형,210,https://klaci.kr/results/region/19
서울특별시,동작구,구,생활도약형,92,https://klaci.kr/results/region/20
서울특별시,관악구,구,안전복지형,210,https://klaci.kr/results/region/21
서울특별시,서초구,구,안정생활형,210,https://klaci.kr/results/region/22
서울특별시,강남구,구,만능성장형,210,https://klaci.kr/results/region/23
서울특별시,송파구,구,만능성장형,92,https://klaci.kr/results/region/24
서울특별시,강동구,구,안전복지형,210,https://klaci.kr/results/region/25
부산광역시,중구,구,안정생활형,7,https://klaci.kr/results/region/26
부산광역시,서구,구,안정생활형,92,https://klaci.kr/results/region/27
부산광역시,동구,구,안정생활형,11,https://klaci.kr/results/region/28
부산광역시,영도구,구,안정생활형,92,https://klaci.kr/results/region/29
부산광역시,부산진구,구,안전복지형,210,https://klaci.kr/results/region/30
부산광역시,동래구,구,개발도약형,92,https://klaci.kr/results/region/31
부산광역시,남구,구,안정생활형,92,https://klaci.kr/results/region/32
부산광역시,북구,구,개발도약형,92,https://klaci.kr/results/region/33
부산광역시,해운대구,구,개발도약형,89,https://klaci.kr/results/region/34
부산광역시,사하구,구,기초안정형,92,https://klaci.kr/results/region/35
부산광역시,금정구,구,개발도약형,92,https://klaci.kr/results/region/36
부산광역시,강서구,구,만능성장형,130,https://klaci.kr/results/region/37
부산광역시,연제구,구,개발도약형,150,https://klaci.kr/results/region/38
부산광역시,수영구,구,개발도약형,13,https://klaci.kr/results/region/39
부산광역시,사상구,구,안정생활형,210,https://klaci.kr/results/region/40
부산광역시,기장군,군,생활도약형,150,https://klaci.kr/results/region/41
대구광역시,중구,구,안전복지형,128,https://klaci.kr/results/region/42
대구광역시,동구,구,안정생활형,150,https://klaci.kr/results/region/43
대구광역시,서구,구,안정생활형,210,https://klaci.kr/results/region/44
대구광역시,남구,구,안정생활형,92,https://klaci.kr/results/region/45
대구광역시,북구,구,생활도약형,150,https://klaci.kr/results/region/46
대구광역시,수성구,구,안정생활형,150,https://klaci.kr/results/region/47
대구광역시,달서구,구,안정생활형,150,https://klaci.kr/results/region/48
대구광역시,달성군,군,안전복지형,150,https://klaci.kr/results/region/49
인천광역시,중구,구,균형생활형,130,https://klaci.kr/results/region/50
인천광역시,동구,구,생활도약형,92,https://klaci.kr/results/region/51
인천광역시,연수구,구,안정혁신형,150,https://klaci.kr/results/region/52
인천광역시,남동구,구,안정생활형,21,https://klaci.kr/results/region/53
인천광역시,부평구,구,혁신전환형,89,https://klaci.kr/results/region/54
인천광역시,계양구,구,안정생활형,5,https://klaci.kr/results/region/55
인천광역시,서구,구,안정혁신형,150,https://klaci.kr/results/region/56
인천광역시,미추홀구,구,점진도약형,210,https://klaci.kr/results/region/57
인천광역시,강화군,군,기초안정형,8,https://klaci.kr/results/region/58
인천광역시,옹진군,군,생활도약형,21,https://klaci.kr/results/region/59
광주광역시,동구,구,균형생활형,92,https://klaci.kr/results/region/60
광주광역시,서구,구,안정생활형,150,https://klaci.kr/results/region/61
광주광역시,남구,구,안정생활형,92,https://klaci.kr/results/region/62
광주광역시,북구,구,균형생활형,150,https://klaci.kr/results/region/63
광주광역시,광산구,구,전통안정형,150,https://klaci.kr/results/region/64
대전광역시,동구,구,기초안정형,210,https://klaci.kr/results/region/65
대전광역시,중구,구,기초안정형,210,https://klaci.kr/results/region/66
대전광역시,서구,구,안전복지형,150,https://klaci.kr/results/region/67
대전광역시,유성구,구,안정혁신형,150,https://klaci.kr/results/region/68
대전광역시,대덕구,구,기초안정형,150,https://klaci.kr/results/region/69
울산광역시,중구,구,생활도약형,150,https://klaci.kr/results/region/70
울산광역시,남구,구,생활도약형,150,https://klaci.kr/results/region/71
울산광역시,동구,구,생활도약형,92,https://klaci.kr/results/region/72
울산광역시,북구,구,기초안정형,21,https://klaci.kr/results/region/73
울산광역시,울주군,군,개발도약형,130,https://klaci.kr/results/region/74
세종특별자치시,세종시,시,안정혁신형,150,https://klaci.kr/results/region/75
경기도,수원시,시,만능성장형,150,https://klaci.kr/results/region/76
경기도,성남시,시,만능성장형,92,https://klaci.kr/results/region/77
경기도,의정부시,시,안전복지형,92,https://klaci.kr/results/region/78
경기도,안양시,시,만능성장형,92,https://klaci.kr/results/region/79
경기도,부천시,시,안정생활형,92,https://klaci.kr/results/region/80
경기도,광명시,시,안정생활형,92,https://klaci.kr/results/region/81
경기도,평택시,시,만능성장형,21,https://klaci.kr/results/region/82
경기도,동두천시,시,개발도약형,92,https://klaci.kr/results/region/83
경기도,안산시,시,만능성장형,150,https://klaci.kr/results/region/84
경기도,고양시,시,만능성장형,92,https://klaci.kr/results/region/85
경기도,과천시,시,안전복지형,92,https://klaci.kr/results/region/86
경기도,구리시,시,안정생활형,92,https://klaci.kr/results/region/87
경기도,남양주시,시,만능성장형,92,https://klaci.kr/results/region/88
경기도,오산시,시,경제집중형,150,https://klaci.kr/results/region/89
경기도,시흥시,시,만능성장형,150,https://klaci.kr/results/region/90
경기도,군포시,시,안정생활형,92,https://klaci.kr/results/region/91
경기도,의왕시,시,기초안정형,92,https://klaci.kr/results/region/92
경기도,하남시,시,안정혁신형,210,https://klaci.kr/results/region/93
경기도,용인시,시,만능성장형,150,https://klaci.kr/results/region/94
경기도,파주시,시,만능성장형,150,https://klaci.kr/results/region/95
경기도,이천시,시,기초안정형,21,https://klaci.kr/results/region/96
경기도,안성시,시,기초안정형,21,https://klaci.kr/results/region/97
경기도,김포시,시,안정혁신형,150,https://klaci.kr/results/region/98
경기도,화성시,시,안정혁신형,150,https://klaci.kr/results/region/99
경기도,광주시,시,안전복지형,207,https://klaci.kr/results/region/100
경기도,양주시,시,안전복지형,150,https://klaci.kr/results/region/101
경기도,포천시,시,생활도약형,14,https://klaci.kr/results/region/102
경기도,여주시,시,개발도약형,130,https://klaci.kr/results/region/103
경기도,연천군,군,개발도약형,14,https://klaci.kr/results/region/104
경기도,가평군,군,개발도약형,150,https://klaci.kr/results/region/105
경기도,양평군,군,안전복지형,150,https://klaci.kr/results/region/106
강원특별자치도,춘천시,시,안정혁신형,150,https://klaci.kr/results/region/107
강원특별자치도,원주시,시,안전복지형,150,https://klaci.kr/results/region/108
강원특별자치도,강릉시,시,기초안정형,150,https://klaci.kr/results/region/109
강원특별자치도,동해시,시,기초안정형,150,https://klaci.kr/results/region/110
강원특별자치도,태백시,시,개발도약형,150,https://klaci.kr/results/region/111
강원특별자치도,속초시,시,개발도약형,150,https://klaci.kr/results/region/112
강원특별자치도,삼척시,시,개발도약형,150,https://klaci.kr/results/region/113
강원특별자치도,홍천군,군,생활도약형,21,https://klaci.kr/results/region/114
강원특별자치도,횡성군,군,개발도약형,21,https://klaci.kr/results/region/115
강원특별자치도,영월군,군,개발도약형,21,https://klaci.kr/results/region/116
강원특별자치도,평창군,군,개발도약형,130,https://klaci.kr/results/region/117
강원특별자치도,정선군,군,개발도약형,21,https://klaci.kr/results/region/118
강원특별자치도,철원군,군,개발도약형,21,https://klaci.kr/results/region/119
강원특별자치도,화천군,군,생활도약형,21,https://klaci.kr/results/region/120
강원특별자치도,양구군,군,생활도약형,21,https://klaci.kr/results/region/121
강원특별자치도,인제군,군,생활도약형,21,https://klaci.kr/results/region/122
강원특별자치도,고성군,군,개발도약형,21,https://klaci.kr/results/region/123
강원특별자치도,양양군,군,개발도약형,21,https://klaci.kr/results/region/124
충청북도,충주시,시,개발도약형,21,https://klaci.kr/results/region/125
충청북도,제천시,시,기초안정형,150,https://klaci.kr/results/region/126
충청북도,청주시,시,만능성장형,150,https://klaci.kr/results/region/127
충청북도,보은군,군,개발도약형,21,https://klaci.kr/results/region/128
충청북도,옥천군,군,개발도약형,21,https://klaci.kr/results/region/129
충청북도,영동군,군,개발도약형,21,https://klaci.kr/results/region/130
충청북도,진천군,군,안전복지형,130,https://klaci.kr/results/region/131
충청북도,괴산군,군,개발도약형,130,https://klaci.kr/results/region/132
충청북도,음성군,군,혁신전환형,14,https://klaci.kr/results/region/133
충청북도,단양군,군,개발도약형,21,https://klaci.kr/results/region/134
충청북도,증평군,군,개발도약형,21,https://klaci.kr/results/region/135
충청남도,천안시,시,만능성장형,150,https://klaci.kr/results/region/136
충청남도,공주시,시,기초안정형,21,https://klaci.kr/results/region/137
충청남도,보령시,시,기초안정형,21,https://klaci.kr/results/region/138
충청남도,아산시,시,경제집중형,21,https://klaci.kr/results/region/139
충청남도,서산시,시,개발도약형,21,https://klaci.kr/results/region/140
충청남도,논산시,시,개발도약형,21,https://klaci.kr/results/region/141
충청남도,계룡시,시,개발도약형,150,https://klaci.kr/results/region/142
충청남도,당진시,시,생활도약형,130,https://klaci.kr/results/region/143
충청남도,금산군,군,생활도약형,130,https://klaci.kr/results/region/144
충청남도,부여군,군,개발도약형,21,https://klaci.kr/results/region/145
충청남도,서천군,군,생활도약형,21,https://klaci.kr/results/region/146
충청남도,청양군,군,개발도약형,21,https://klaci.kr/results/region/147
충청남도,홍성군,군,생활도약형,21,https://klaci.kr/results/region/148
충청남도,예산군,군,개발도약형,21,https://klaci.kr/results/region/149
충청남도,태안군,군,생활도약형,21,https://klaci.kr/results/region/150
전북특별자치도,전주시,시,안전복지형,150,https://klaci.kr/results/region/151
전북특별자치도,군산시,시,안정생활형,150,https://klaci.kr/results/region/152
전북특별자치도,익산시,시,기초안정형,150,https://klaci.kr/results/region/153
전북특별자치도,정읍시,시,기초안정형,21,https://klaci.kr/results/region/154
전북특별자치도,남원시,시,생활도약형,130,https://klaci.kr/results/region/155
전북특별자치도,김제시,시,기초안정형,21,https://klaci.kr/results/region/156
전북특별자치도,완주군,군,개발도약형,130,https://klaci.kr/results/region/157
전북특별자치도,진안군,군,기초안정형,21,https://klaci.kr/results/region/158
전북특별자치도,무주군,군,생활도약형,21,https://klaci.kr/results/region/159
전북특별자치도,장수군,군,생활도약형,21,https://klaci.kr/results/region/160
전북특별자치도,임실군,군,기초안정형,21,https://klaci.kr/results/region/161
전북특별자치도,순창군,군,개발도약형,21,https://klaci.kr/results/region/162
전북특별자치도,고창군,군,기초안정형,21,https://klaci.kr/results/region/163
전북특별자치도,부안군,군,개발도약형,21,https://klaci.kr/results/region/164
전라남도,목포시,시,안정생활형,150,https://klaci.kr/results/region/165
전라남도,여수시,시,전통안정형,150,https://klaci.kr/results/region/166
전라남도,순천시,시,기초안정형,150,https://klaci.kr/results/region/167
전라남도,나주시,시,기초안정형,130,https://klaci.kr/results/region/168
전라남도,광양시,시,기초안정형,130,https://klaci.kr/results/region/169
전라남도,담양군,군,안정생활형,130,https://klaci.kr/results/region/170
전라남도,곡성군,군,개발도약형,21,https://klaci.kr/results/region/171
전라남도,구례군,군,생활도약형,21,https://klaci.kr/results/region/172
전라남도,고흥군,군,개발도약형,150,https://klaci.kr/results/region/173
전라남도,보성군,군,안정생활형,8,https://klaci.kr/results/region/174
전라남도,화순군,군,기초안정형,21,https://klaci.kr/results/region/175
전라남도,장흥군,군,개발도약형,21,https://klaci.kr/results/region/176
전라남도,강진군,군,개발도약형,21,https://klaci.kr/results/region/177
전라남도,해남군,군,개발도약형,3,https://klaci.kr/results/region/178
전라남도,영암군,군,생활도약형,129,https://klaci.kr/results/region/179
전라남도,무안군,군,안전복지형,21,https://klaci.kr/results/region/180
전라남도,함평군,군,개발도약형,2,https://klaci.kr/results/region/181
전라남도,영광군,군,기초안정형,21,https://klaci.kr/results/region/182
전라남도,장성군,군,기초안정형,14,https://klaci.kr/results/region/183
전라남도,완도군,군,개발도약형,150,https://klaci.kr/results/region/184
전라남도,진도군,군,생활도약형,21,https://klaci.kr/results/region/185
전라남도,신안군,군,안정생활형,1,https://klaci.kr/results/region/186
경상북도,포항시,시,전통안정형,21,https://klaci.kr/results/region/187
경상북도,경주시,시,개발도약형,21,https://klaci.kr/results/region/188
경상북도,김천시,시,기초안정형,21,https://klaci.kr/results/region/189
경상북도,안동시,시,안정생활형,21,https://klaci.kr/results/region/190
경상북도,구미시,시,기초안정형,150,https://klaci.kr/results/region/191
경상북도,영주시,시,기초안정형,21,https://klaci.kr/results/region/192
경상북도,영천시,시,개발도약형,130,https://klaci.kr/results/region/193
경상북도,상주시,시,개발도약형,21,https://klaci.kr/results/region/194
경상북도,문경시,시,기초안정형,150,https://klaci.kr/results/region/195
경상북도,경산시,시,안전복지형,150,https://klaci.kr/results/region/196
대구광역시,군위군,군,기초안정형,14,https://klaci.kr/results/region/197
경상북도,의성군,군,기초안정형,21,https://klaci.kr/results/region/198
경상북도,청송군,군,개발도약형,14,https://klaci.kr/results/region/199
경상북도,영양군,군,개발도약형,21,https://klaci.kr/results/region/200
경상북도,영덕군,군,개발도약형,21,https://klaci.kr/results/region/201
경상북도,청도군,군,기초안정형,130,https://klaci.kr/results/region/202
경상북도,고령군,군,개발도약형,14,https://klaci.kr/results/region/203
경상북도,성주군,군,개발도약형,8,https://klaci.kr/results/region/204
경상북도,칠곡군,군,기초안정형,130,https://klaci.kr/results/region/205
경상북도,예천군,군,개발도약형,21,https://klaci.kr/results/region/206
경상북도,봉화군,군,개발도약형,21,https://klaci.kr/results/region/207
경상북도,울진군,군,개발도약형,21,https://klaci.kr/results/region/208
경상북도,울릉군,군,개발도약형,11,https://klaci.kr/results/region/209
경상남도,진주시,시,안전복지형,150,https://klaci.kr/results/region/210
경상남도,통영시,시,기초안정형,92,https://klaci.kr/results/region/211
경상남도,사천시,시,개발도약형,150,https://klaci.kr/results/region/212
경상남도,김해시,시,안정혁신형,150,https://klaci.kr/results/region/213
경상남도,밀양시,시,기초안정형,21,https://klaci.kr/results/region/214
경상남도,거제시,시,안정생활형,150,https://klaci.kr/results/region/215
경상남도,양산시,시,기초안정형,150,https://klaci.kr/results/region/216
경상남도,창원시,시,안정생활형,130,https://klaci.kr/results/region/217
경상남도,의령군,군,기초안정형,21,https://klaci.kr/results/region/218
경상남도,함안군,군,안정생활형,5,https://klaci.kr/results/region/219
경상남도,창녕군,군,기초안정형,130,https://klaci.kr/results/region/220
경상남도,고성군,군,개발도약형,150,https://klaci.kr/results/region/221
경상남도,남해군,군,개발도약형,89,https://klaci.kr/results/region/222
경상남도,하동군,군,개발도약형,21,https://klaci.kr/results/region/223
경상남도,산청군,군,개발도약형,21,https://klaci.kr/results/region/224
경상남도,함양군,군,기초안정형,207,https://klaci.kr/results/region/225
경상남도,거창군,군,개발도약형,21,https://klaci.kr/results/region/226
경상남도,합천군,군,개발도약형,21,https://klaci.kr/results/region/227
제주특별자치도,제주시,시,경제집중형,3,https://klaci.kr/results/region/228
제주특별자치도,서귀포시,시,기초안정형,130,https://klaci.kr/results/region/229
